,,,,,,,,,"Normalized abundance",,"Raw abundance",
"Cre17.g699300.t1.1|PACid:30782555|","2","2","45.45",,"1.12413914731462","Condition 2","Condition 1","None","114.612937055451","128.840889332739","114.612937055451","146.140023370341"
"Cre02.g083354.t1.2|PACid:30785555|;Cre02.g083354.t2.1|PACid:30785556|","2","1","42.68",,"1.50675156411209","Condition 1","Condition 2","transporter associated with antigen processing protein 1","256.850828019206","170.466607858188","256.850828019206","193.354719804221"
"Cre10.g435350.t1.1|PACid:30790030|","2","2","95.8",,"1.06055347863199","Condition 1","Condition 2","The endosulfine domain is a conserved region found in both cAMP-regulated phosphoprotein 19 (ARPP-19) and Alpha/Beta endosulfine. No function has yet been assigned to ARPP-19. Endosulfine is the endogenous ligand for the ATP-dependent potassium (K A","5579.46539302243","5260.89962028074","5579.46539302243","5967.26704882722"
"Cre16.g658650.t1.1|PACid:30777210|","2","2","90.58",,"1.14012129453285","Condition 1","Condition 2","Myosin family protein with Dil domain","334.788828770786","293.643167947284","334.788828770786","333.069879046952"
"Cre12.g539650.t1.1|PACid:30792591|","2","2","47.88",,"3.08763321362325","Condition 2","Condition 1","None","303.624722635291","937.481778085873","303.624722635291","1063.35503944651"
"Cre06.g311650.t1.1|PACid:30779973|","2","1","56.19",,"1.0643634185878","Condition 1","Condition 2","Putative inward rectifier K+ channel TC# 1.A.2","685.660209069842","644.197458401546","685.660209069842","730.692190293617"
"Cre06.g259500.t1.1|PACid:30779683|","2","1","33.51",,"1.35292829403249","Condition 1","Condition 2","Probable domain of larger protein similar to guanylate cyclase 1 (GCYB2) from Homo sapiens. Rhodopsin-like","349.648271797008","258.438139951127","349.648271797008","293.137962706131"
"Cre15.g634950.t1.1|PACid:30783625|","2","2","82.47",,"3.92672887027204","Condition 1","Condition 2","None","189.315028806515","48.2118921527169","189.315028806515","54.6851786138369"
"Cre08.g379300.t1.1|PACid:30774087|","2","2","87.39",,"1.12370935108878","Condition 2","Condition 1","None","750.680713778545","843.546937754949","750.680713778545","956.807810283899"
"Cre12.g548900.t1.1|PACid:30793497|","2","2","54.59",,"1.22599487779189","Condition 2","Condition 1","Pleckstrin homology (PH) domain superfamily protein","169.010314238431","207.205779550315","169.010314238431","235.026765359794"
"Cre07.g330500.t1.2|PACid:30775135|","2","2","65.02",,"1.13757237043836","Condition 2","Condition 1","None","185.004566750481","210.456083540266","185.004566750481","238.713479286655"
"Cre13.g562750.t1.2|PACid:30784620|","2","2","33.05",,"1.48794176371754","Condition 2","Condition 1","None","63.0570668720289","93.8252432964218","63.0570668720289","106.42291681685"
"Cre06.g278124.t1.1|PACid:30780062|","2","2","40",,"1.86051768752159","Condition 1","Condition 2","Vacuolar sorting protein 39","250.790599282346","134.796138174008","250.790599282346","152.894868119912"
"Cre02.g087600.t1.1|PACid:30785983|","2","2","187.79",,"1.56439619247214","Condition 1","Condition 2","SNF2 domain-containing protein / helicase domain-containing protein","13944.8681289729","8913.89802409098","13944.8681289729","10110.7441302835"
"Cre10.g436650.t1.1|PACid:30789761|","2","2","93.12",,"1.13392252015445","Condition 1","Condition 2","DEA(D/H)-box RNA helicase family protein","97.234483597262","85.7505533835048","97.234483597262","97.2640591072105"
"Cre09.g398289.t1.1|PACid:30781171|","2","2","48.11",,"1.10347102836796","Condition 1","Condition 2","Phospholipid/glycerol acyltransferase family protein","789.933228618506","715.862227744051","789.933228618506","811.979203452121"
"Cre08.g364700.t1.2|PACid:30773483|","2","2","207.91",,"1.05841416610767","Condition 1","Condition 2","RNA-binding (RRM/RBD/RNP motifs) family protein","20033.4144213956","18927.7648229793","20033.4144213956","21469.1470068551"
"Cre01.g018800.t1.2|PACid:30788470|","2","2","178.79",,"1.02743486146843","Condition 2","Condition 1","ATPase, F0 complex, subunit A protein","31921.075537254","32796.8258225419","31921.075537254","37200.3710700978"
"Cre12.g509000.t1.1|PACid:30792420|","2","2","64.75",,"1.17029583381822","Condition 2","Condition 1","MAP kinase 4","1116.78964167099","1306.9742648989","1116.78964167099","1482.45832985124"
"Cre01.g043650.t1.1|PACid:30788811|","2","2","78.48",,"1.0556917632805","Condition 1","Condition 2","Outer arm dynein light chain 1 protein","945.304668109255","895.43624473471","945.304668109255","1015.66416073262"
"Cre17.g707350.t1.2|PACid:30781633|","2","2","77.14",,"1.22827015891148","Condition 2","Condition 1","None","276.777173821208","339.957143272447","276.777173821208","385.602312433943"
"Cre16.g653300.t1.2|PACid:30776891|","2","2","52.96",,"2.81160580929379","Condition 2","Condition 1","None","82.1287445572575","230.913655307191","82.1287445572575","261.917836471724"
"Cre04.g217550.t1.1|PACid:30791382|","2","2","161.01",,"1.21741527760322","Condition 2","Condition 1","eukaryotic translation initiation factor 3C","4377.42662781237","5329.14605328593","4377.42662781237","6044.67675444143"
"Cre02.g109050.t1.2|PACid:30786385|","2","2","49.23",,"1.40218494717534","Condition 1","Condition 2","None","686.655961067802","489.704273641683","686.655961067802","555.455603925008"
"Cre10.g458550.t1.2|PACid:30790469|","2","2","77.42",,"1.24589369523266","Condition 1","Condition 2","Uncharacterised BCR, YbaB family COG0718","12515.3374673825","10045.2691230975","12515.3374673825","11394.0215098919"
"Cre07.g346800.t1.2|PACid:30775371|","2","2","170.02",,"1.47261543450198","Condition 2","Condition 1","FAD-dependent oxidoreductase family protein","932.932568837171","1373.85090021919","932.932568837171","1558.31431857697"
"Cre16.g652750.t1.2|PACid:30777687|","2","1","45.62",,"6.79658009396677","Condition 1","Condition 2","Flavin-binding monooxygenase family protein","76.8587318357663","11.3084420065899","76.8587318357663","12.8267973597824"
"Cre05.g234639.t1.1|PACid:30783461|","2","2","168.25",,"1.13461331750559","Condition 2","Condition 1","TCP-1/cpn60 chaperonin family protein","1186.97942562365","1346.76266391772","1186.97942562365","1527.58901462525"
"Cre02.g088700.t1.2|PACid:30785219|","2","2","141.8",,"1.1507013986327","Condition 1","Condition 2","None","9271.16106078724","8056.96514474002","9271.16106078724","9138.75308253665"
"Cre03.g156600.t1.2|PACid:30787650|","2","2","90.27",,"1.26261212181662","Condition 1","Condition 2","proton gradient regulation 7","22922.7301599805","18155.0056140755","22922.7301599805","20592.6314112728"
"Cre16.g690350.t1.1|PACid:30777415|","2","2","111.6",,"1.17980602720306","Condition 1","Condition 2","SNARE associated Golgi protein family","991.294265085126","840.218003831665","991.294265085126","953.031908985277"
"Cre13.g573650.t1.1|PACid:30784678|","2","2","87.55",,"1.24443882119854","Condition 1","Condition 2","SC35-like splicing factor 30","9914.17819692009","7966.78633616685","9914.17819692009","9036.46619783223"
"Cre07.g335850.t1.2|PACid:30774426|","2","2","117.64",,"1.69855260244654","Condition 1","Condition 2","None","613.287215423328","361.064599671489","613.287215423328","409.543812585174"
"Cre07.g338451.t1.1|PACid:30774250|","2","2","147.08",,"1.54596590941241","Condition 1","Condition 2","None","25937.3233764421","16777.4225929085","25937.3233764421","19030.0838694903"
"Cre12.g514600.t1.1|PACid:30791777|","2","2","40.68",,"1.39532851981007","Condition 1","Condition 2","PPDK regulatory protein","7251.5871119371","5197.04643672313","7251.5871119371","5894.84046293739"
"Cre07.g341550.t1.2|PACid:30774686|","2","2","144.86",,"1.48306433963111","Condition 1","Condition 2","HSP20-like chaperones superfamily protein","43353.5188842824","29232.3925036631","43353.5188842824","33157.3504791912"
"Cre09.g387060.t1.1|PACid:30781504|","2","2","82.68",,"1.72056670759523","Condition 1","Condition 2","organic cation/carnitine transporter1","776.905078624996","451.540225203384","776.905078624996","512.167367096122"
"Cre16.g655750.t1.2|PACid:30777911|","2","2","72.24",,"1.06089796084113","Condition 2","Condition 1","None","364.585491902052","386.788004911148","364.585491902052","438.721033127173"
"Cre11.g479250.t1.2|PACid:30775707|","2","2","204.19",,"1.52374587484243","Condition 1","Condition 2","RAN GTPase activating protein 1","16267.6926759768","10676.1192562106","16267.6926759768","12109.5742639423"
"Cre02.g091550.t1.2|PACid:30786474|","2","2","146.77",,"1.00674277209396","Condition 2","Condition 1","ssDNA-binding transcriptional regulator","17377.0853874995","17494.2551139247","17377.0853874995","19843.1636449906"
"Cre04.g219950.t1.2|PACid:30791082|","2","2","131.2",,"1.27258796320052","Condition 1","Condition 2","RNA-binding (RRM/RBD/RNP motifs) family protein","1877.15359859948","1475.06785611778","1877.15359859948","1673.12141419002"
"Cre10.g437150.t1.2|PACid:30790568|","2","2","84.68",,"1.18386989059742","Condition 1","Condition 2","Pentatricopeptide repeat (PPR) superfamily protein","4778.1219801467","4036.01951371152","4778.1219801467","4577.92544829228"
"Cre13.g579200.t1.2|PACid:30784665|","2","2","43.1",,"1.47417476932274","Condition 1","Condition 2","serine/threonine protein kinase 2","738.206044064232","500.758837707807","738.206044064232","567.994435807798"
"Cre10.g428650.t1.2|PACid:30789786|","2","2","25.87",,"1.15060776515877","Condition 1","Condition 2","geminivirus rep interacting kinase 2","10555.0780523053","9173.4806351223","10555.0780523053","10405.1802292511"
"Cre05.g244900.t1.1|PACid:30783020|","2","2","46.06",,"1.08891057015053","Condition 1","Condition 2","None","8472.17249503739","7780.41165847645","8472.17249503739","8825.06747267306"
"Cre06.g308450.t1.2|PACid:30779087|","2","2","78.1",,"1.43325669361412","Condition 1","Condition 2","None","18765.4976113129","13092.9077079651","18765.4976113129","14850.8586702338"
"Cre02.g089900.t1.2|PACid:30785215|","2","2","42.84",,"1.14480737654023","Condition 1","Condition 2","secretory carrier 3","3473.02557957135","3033.7204762493","3473.02557957135","3441.05030316257"
"Cre13.g576150.t1.1|PACid:30784142|","2","2","110.44",,"1.41407539944546","Condition 2","Condition 1","None","1633.92076837238","2310.4871631984","1633.92076837238","2620.71031778332"
"Cre01.g053250.t1.1|PACid:30789240|","2","2","180.21",,"1.63052281523577","Condition 1","Condition 2","RING/FYVE/PHD zinc finger superfamily protein","882.251147245914","541.084821998239","882.251147245914","613.734886041854"
"Cre16.g654250.t1.2|PACid:30777087|","2","2","82.56",,"1.40031097400207","Condition 1","Condition 2","None","640.165658277131","457.159638224891","640.165658277131","518.541284216251"
"Cre03.g165750.t1.1|PACid:30786879|","2","2","27.89",,"1.33234545852401","Condition 1","Condition 2","nuclear RNA polymerase C1","3078.95734666954","2310.93019229445","3078.95734666954","2621.2128312539"
"Cre13.g602450.t1.2|PACid:30784340|","2","2","86.86",,"1.16328226069405","Condition 2","Condition 1","None","4227.36327619402","4917.61670870597","4227.36327619402","5577.89242575538"
"Cre10.g430350.t1.2|PACid:30789887|","2","2","147.16",,"1.00791998654331","Condition 1","Condition 2","None","16634.2055799315","16503.4980970851","16634.2055799315","18719.3802378353"
"Cre12.g509650.t1.2|PACid:30793403|","2","2","97.31",,"1.38429753440529","Condition 2","Condition 1","phytoene desaturase 3","892.737864318669","1235.81482444658","892.737864318669","1401.74449479018"
"Cre02.g110250.t1.1|PACid:30785986|","2","2","158.86",,"1.33074573299432","Condition 1","Condition 2","Chaperone DnaJ-domain superfamily protein","8406.2225167574","6316.92614774914","8406.2225167574","7165.0835355279"
"Cre16.g657350.t1.2|PACid:30777233|","2","2","42.16",,"1.42149794503731","Condition 1","Condition 2","Protein kinase superfamily protein","3602.16218883449","2534.06077821657","3602.16218883449","2874.30258568025"
"Cre10.g461150.t1.2|PACid:30790487|","2","2","76.6",,"1.03537826238503","Condition 1","Condition 2","MAPK/ERK kinase kinase 1","2341.07601528231","2261.08283352362","2341.07601528231","2564.67259613564"
"Cre06.g280300.t1.1|PACid:30779625|","2","2","76.46",,"1.40448329952714","Condition 1","Condition 2","ubiquitin protein ligase 6","976.609071353823","695.35114563671","976.609071353823","788.714151231187"
"Cre03.g195650.t1.2|PACid:30787464|","2","2","211.04",,"1.00585628749538","Condition 1","Condition 2","Ribosomal protein S10p/S20e family protein","2832.37265277839","2815.88203801073","2832.37265277839","3193.96325944519"
"Cre11.g467590.t1.1|PACid:30775619|","2","2","98.5",,"1.19901231879745","Condition 1","Condition 2","None","5412.65377440704","4514.26035375157","5412.65377440704","5120.37845294059"
"gi|41179013|ref|NP_958368.1|","2","2","112.17",,"1.07195827108389","Condition 2","Condition 1","ribosomal protein L23 (chloroplast) [Chlamydomonas reinhardtii]","6632.08069069131","7109.31375088231","6632.08069069131","8063.86297922757"
"Cre05.g243650.t1.2|PACid:30783249|","2","2","44.11",,"1.40368124750897","Condition 1","Condition 2","None","3611.3945414566","2572.80244205409","3611.3945414566","2918.24599283882"
"Cre10.g453900.t1.2|PACid:30790731|","2","2","64.69",,"1.35105528153233","Condition 2","Condition 1","cyclophilin71","1184.61474726372","1600.48001087173","1184.61474726372","1815.37233562952"
"Cre09.g401886.t1.1|PACid:30780315|","2","2","184.8",,"1.53057363642762","Condition 2","Condition 1","ascorbate peroxidase 3","15710.9126179788","24046.7086572965","15710.9126179788","27275.3982323229"
"Cre01.g004300.t1.2|PACid:30789034|","2","2","241.27",,"1.05617217256266","Condition 1","Condition 2","glutamine-dependent asparagine synthase 1","9832.68487196192","9309.73673364661","9832.68487196192","10559.7310828336"
"Cre07.g318350.t1.2|PACid:30774491|","2","2","38.37",,"1.3583548675817","Condition 1","Condition 2","aminopeptidases","1218.16528400263","896.79458076471","1218.16528400263","1017.20487703936"
"Cre02.g099800.t1.1|PACid:30786410|","2","2","216.48",,"1.31094015878674","Condition 1","Condition 2","None","5934.81380255759","4527.14318253107","5934.81380255759","5134.99102592626"
"Cre12.g554103.t1.1|PACid:30792913|","2","2","93.35",,"1.11789078585431","Condition 1","Condition 2","Tetratricopeptide repeat (TPR)-like superfamily protein","12430.9053703301","11119.9640677155","12430.9053703301","12613.0129739826"
"Cre06.g304850.t1.1|PACid:30779627|","2","2","122.19",,"1.12864508318324","Condition 1","Condition 2","Protein of unknown function (DUF544)   ","1202.95888620394","1065.84337638818","1202.95888620394","1208.95141861546"
"Cre11.g482001.t1.1|PACid:30775566|","2","2","110.03",,"1.3933958176154","Condition 1","Condition 2","ankyrin repeat family protein","1643.41821394862","1179.43386450025","1643.41821394862","1337.79340871129"
"Cre11.g467616.t1.1|PACid:30775497|","2","2","150.34",,"1.30710923053745","Condition 2","Condition 1","None","636.508821943065","831.986556480296","636.508821943065","943.695246420071"
